Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,affiliation_data,unique_affiliation_count,all_usa,some_usa,all_china,some_china,unique_country_count,all_countries,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1981,affiliation_id_1981,affiliation_country_1981,affiliation_display_name_1978,affiliation_id_1978,affiliation_country_1978,affiliation_display_name_1977,affiliation_id_1977,affiliation_country_1977,affiliation_display_name_1975,affiliation_id_1975,affiliation_country_1975,affiliation_display_name_1974,affiliation_id_1974,affiliation_country_1974,affiliation_display_name_1973,affiliation_id_1973,affiliation_country_1973,affiliation_display_name_1972,affiliation_id_1972,affiliation_country_1972,affiliation_display_name_1971,affiliation_id_1971,affiliation_country_1971,affiliation_display_name_1970,affiliation_id_1970,affiliation_country_1970,affiliation_display_name_1969,affiliation_id_1969,affiliation_country_1969,affiliation_display_name_1968,affiliation_id_1968,affiliation_country_1968,affiliation_display_name_1967,affiliation_id_1967,affiliation_country_1967,affiliation_display_name_1966,affiliation_id_1966,affiliation_country_1966,affiliation_display_name_1965,affiliation_id_1965,affiliation_country_1965,affiliation_display_name_1964,affiliation_id_1964,affiliation_country_1964,affiliation_display_name_1904,affiliation_id_1904,affiliation_country_1904
Jonathan Uesato,1,,https://openalex.org/A5059226057,A5059226057,,Jonathan Uesato,Jonathan Uesato,54,4117,79.0,23,33,True,4,False,True,False,False,2,"United Kingdom, United States",DeepMind (United Kingdom),United Kingdom,,,,,,,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,IIT@MIT,https://openalex.org/I4210110987,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juhan Bae,1,,https://openalex.org/A5078051293,A5078051293,https://orcid.org/0000-0001-7600-9560,Juhan Bae,"Ju‐Yong Bae, Juhan Bae, J.H. Bae",29,86,3.142857142857143,6,3,True,6,False,True,False,False,3,"Canada, South Korea, United States",Vector Institute,Canada,,,,,,,,,,,,,Vector Institute,https://openalex.org/I4210127509,Canada,University of Toronto,https://openalex.org/I185261750,Canada,Epson (United States),https://openalex.org/I123919768,United States,University of Toronto,https://openalex.org/I185261750,Canada,,,,,,,,,,Hanyang University,https://openalex.org/I4575257,South Korea,Korea Electronics Technology Institute,https://openalex.org/I4210131650,South Korea,,,,,,,Samsung (South Korea),https://openalex.org/I2250650973,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Michael,1,,https://openalex.org/A5072681909,A5072681909,,Julian Michael,"Michael Julian, Julian Michael",55,8844,4.583333333333333,18,22,True,4,False,True,False,False,2,"Israel, United States","University of California, Berkeley",United States,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,University of Washington,https://openalex.org/I201448701,United States,Tel Aviv University,https://openalex.org/I16391192,Israel,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,New York University,https://openalex.org/I57206974,United States,University of Washington,https://openalex.org/I201448701,United States,University of Washington,https://openalex.org/I201448701,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamal Ndousse,3,,https://openalex.org/A5028970835,A5028970835,,Kamal Ndousse,Kamal Ndousse,23,1208,25.266666666666666,13,15,True,2,True,True,False,False,1,United States,AnthroTronix (United States),United States,,,,,,,AnthroTronix (United States),https://openalex.org/I4210115175,United States,,,,OpenAI (United States),https://openalex.org/I4210161460,United States,OpenAI (United States),https://openalex.org/I4210161460,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamilė Lukošiūtė,1,,https://openalex.org/A5025573579,A5025573579,https://orcid.org/0000-0002-0332-7899,Kamilė Lukošiūtė,"Kamile Lukosiute, K Lukošiute, Kamilė Lukošiūtė",15,247,5.571428571428571,7,7,True,1,False,False,False,False,1,The Netherlands,University of Amsterdam,The Netherlands,,,,,,,University of Amsterdam,https://openalex.org/I887064364,The Netherlands,University of Amsterdam,https://openalex.org/I887064364,The Netherlands,University of Amsterdam,https://openalex.org/I887064364,The Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina Nguyen,3,,https://openalex.org/A5032805177,A5032805177,,Karina Nguyen,Karina Nguyen,9,178,8.11111111111111,6,5,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karina Nyugen,1,,https://openalex.org/A5092362961,A5092362961,,Karina Nyugen,Karina Nyugen,1,33,16.0,1,1,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kshitij Sachan,1,,https://openalex.org/A5084231398,A5084231398,,Kshitij Sachan,Kshitij Sachan,4,25,0.5,3,1,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kunal Handa,1,,https://openalex.org/A5036181983,A5036181983,,Kunal Handa,"K Handa, Kunal Handa",12,33,1.1428571428571428,3,1,True,3,False,True,False,False,2,"India, United States",Google (United States),United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Brown University,https://openalex.org/I27804330,United States,SRM University,https://openalex.org/I4210131147,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landon Goldberg,1,,https://openalex.org/A5015730722,A5015730722,,Landon Goldberg,Landon Goldberg,3,101,14.5,2,2,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liane Lovitt,2,,https://openalex.org/A5026784501,A5026784501,,Liane Lovitt,Liane Lovitt,6,449,31.8,3,3,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liane Lovitt,1,,https://openalex.org/A5085473601,A5085473601,,Liane Lovitt,Liane Lovitt,3,281,34.666666666666664,3,3,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Petrini,1,,https://openalex.org/A5115560877,A5115560877,,Linda Petrini,Linda Petrini,2,5,0.0,1,0,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Graham,1,,https://openalex.org/A5041121552,A5041121552,,Logan Graham,"Logan Graham, Graham Logan",8,319,0.0,5,5,True,2,False,False,False,False,2,"Australia, United Kingdom",University of Oxford,United Kingdom,,,,,,,,,,,,,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,Geoscience Australia,https://openalex.org/I1331816111,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Favaro,1,,https://openalex.org/A5069116837,A5069116837,,Marina Favaro,"M. FÁVARO, Marina de Souza Filho Favaro, Marina Favaro",16,75,1.0,6,4,True,2,False,False,False,False,2,"Brazil, United Kingdom",RAND Europe,United Kingdom,,,,,,,,,,,,,,,,RAND Europe,https://openalex.org/I4210127042,United Kingdom,,,,,,,,,,,,,,,,,,,,,,Centro Universitário de Araraquara,https://openalex.org/I4210156688,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meg Tong,2,,https://openalex.org/A5111092720,A5111092720,,Meg Tong,Meg Tong,7,72,7.75,4,3,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael E. Stern,1,,https://openalex.org/A5024092541,A5024092541,https://orcid.org/0000-0001-7466-1184,Michael E. Stern,"Michael Ethan Stern, M. Stern, M. E. Stern, Michael Stern, Michael E. Stern",306,15476,4.0,65,158,True,7,False,True,False,False,4,"Czechia, Germany, Spain, United States",NewYork–Presbyterian Hospital,United States,NewYork–Presbyterian Hospital,https://openalex.org/I1340179700,United States,Weill Cornell Medicine,https://openalex.org/I4387153466,United States,Weill Cornell Medicine,https://openalex.org/I4387153466,United States,Charles University,https://openalex.org/I21250087,Czechia,University of Cologne,https://openalex.org/I180923762,Germany,Weill Cornell Medicine,https://openalex.org/I4387153466,United States,Universidad de Valladolid,https://openalex.org/I108103353,Spain,Weill Cornell Medicine,https://openalex.org/I4387153466,United States,Weill Cornell Medicine,https://openalex.org/I4387153466,United States,Cornell University,https://openalex.org/I205783295,United States,Universidad de Valladolid,https://openalex.org/I108103353,Spain,,,,,,,Universidad de Valladolid,https://openalex.org/I108103353,Spain,,,,New York Hospital Queens,https://openalex.org/I2801107848,United States,,,,,,,,,,,,,,,,,,,Universidad de Valladolid,https://openalex.org/I108103353,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Sellitto,1,,https://openalex.org/A5085932648,A5085932648,,Michael Sellitto,"Michael A. Sellitto, Michael Sellitto",14,612,18.571428571428573,9,9,True,2,True,True,False,False,1,United States,Dana-Farber Cancer Institute,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,Harvard University,https://openalex.org/I136199984,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Lambert,1,,https://openalex.org/A5103263684,A5103263684,https://orcid.org/0000-0002-9785-076X,Mike Lambert,"M. Lambert, Mike Lambert, Mike LAMBERT Yazar Soyadı",19,35,0.0,3,1,True,3,False,False,False,False,2,"Czechia, United Kingdom",University of Wolverhampton,United Kingdom,,,,,,,,,,,,,,,,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,Qinetiq (United Kingdom),https://openalex.org/I173869447,United Kingdom,,,,,,,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,ENVItech Bohemia (Czechia),https://openalex.org/I4210139052,Czechia,University of Wolverhampton,https://openalex.org/I119664326,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles McCain,1,,https://openalex.org/A5029616530,A5029616530,https://orcid.org/0000-0001-5326-9212,Miles McCain,"R. Miles McCain, Miles McCain",5,348,2.0,3,3,True,2,True,True,False,False,1,United States,Stanford University,United States,,,,,,,Stanford University,https://openalex.org/I97018004,United States,,,,,,,Palo Alto University,https://openalex.org/I1743320,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miranda Zhang,1,,https://openalex.org/A5057999428,A5057999428,,Miranda Zhang,Miranda Zhang,18,555,13.666666666666666,12,12,True,3,False,False,False,False,1,Australia,Australian National University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,Australian National University,https://openalex.org/I118347636,Australia,Australian National University,https://openalex.org/I118347636,Australia,Commonwealth Scientific and Industrial Research Organisation,https://openalex.org/I1292875679,Australia,Commonwealth Scientific and Industrial Research Organisation,https://openalex.org/I1292875679,Australia,Health Sciences and Nutrition,https://openalex.org/I4210101388,Australia,Commonwealth Scientific and Industrial Research Organisation,https://openalex.org/I1292875679,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monte MacDiarmid,3,,https://openalex.org/A5084608104,A5084608104,,Monte MacDiarmid,Monte MacDiarmid,9,57,0.0,4,3,True,2,False,False,False,False,1,United Kingdom,University of Oxford,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Oxford,https://openalex.org/I40120149,United Kingdom,Science Oxford,https://openalex.org/I4210146410,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mrinank Sharma,2,,https://openalex.org/A5003223014,A5003223014,https://orcid.org/0000-0002-4304-7963,Mrinank Sharma,"Mrinank Sharma, M. B. Sharma, M. Sharma",37,1888,7.7,13,16,True,4,False,False,False,False,2,"India, United Kingdom","Dr. D. Y. Patil Medical College, Hospital and Research Centre",India,,,,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",https://openalex.org/I4210089305,India,University of Oxford,https://openalex.org/I40120149,United Kingdom,University of Petroleum and Energy Studies,https://openalex.org/I5847235,India,University of Oxford,https://openalex.org/I40120149,United Kingdom,Science Oxford,https://openalex.org/I4210146410,United Kingdom,University of Oxford,https://openalex.org/I40120149,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Elhage,2,,https://openalex.org/A5020683620,A5020683620,,Nelson Elhage,Nelson Elhage,21,1212,25.2,15,16,True,1,True,True,False,False,1,United States,Massachusetts Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton Cheng,3,,https://openalex.org/A5058959806,A5058959806,,Newton Cheng,Newton Cheng,17,840,32.25,10,10,True,2,True,True,False,False,1,United States,"University of California, Berkeley",United States,,,,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,"University of California, Berkeley",https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,,,,,,,,,,,,,,,,,,,,,,University of Illinois Urbana-Champaign,https://openalex.org/I157725225,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Joseph,4,,https://openalex.org/A5032088236,A5032088236,https://orcid.org/0000-0002-1972-0783,Nicholas Joseph,"Nicholas Joseph, Nicholas C. Joseph, N. Joseph, Nicholas C Joseph",50,1651,16.85,21,27,True,5,False,True,False,False,2,"South Korea, United States","University at Buffalo, State University of New York",United States,,,,,,,"University at Buffalo, State University of New York",https://openalex.org/I63190737,United States,,,,The Ohio State University,https://openalex.org/I52357470,United States,Film Independent,https://openalex.org/I4210121988,United States,,,,,,,The Ohio State University Wexner Medical Center,https://openalex.org/I2802841970,United States,Government of the Republic of Korea,https://openalex.org/I2801339556,South Korea,The Ohio State University Wexner Medical Center,https://openalex.org/I2802841970,United States,The Ohio State University,https://openalex.org/I52357470,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Schiefer,5,,https://openalex.org/A5050348824,A5050348824,https://orcid.org/0000-0002-3065-6399,Nicholas Schiefer,Nicholas Schiefer,26,755,13.105263157894736,12,14,True,3,True,True,False,False,1,United States,Amazon (United States),United States,,,,,,,Amazon (United States),https://openalex.org/I1311688040,United States,,,,,,,,,,Apple (United States),https://openalex.org/I4210153776,United States,,,,,,,California Institute of Technology,https://openalex.org/I122411786,United States,California Institute of Technology,https://openalex.org/I122411786,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova DasSarma,1,,https://openalex.org/A5011723751,A5011723751,,Nova DasSarma,Nova DasSarma,4,150,14.666666666666666,4,4,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nova DasSarma,1,,https://openalex.org/A5030783855,A5030783855,,Nova DasSarma,Nova DasSarma,3,252,30.0,3,2,False,0,False,False,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Rausch,2,,https://openalex.org/A5053939329,A5053939329,https://orcid.org/0000-0003-4074-3848,Oliver Rausch,"Oliver Rausch, O. Rausch, Oliver L Rausch",135,3186,2.9047619047619047,21,28,True,10,False,False,False,False,5,"Belgium, Colombia, Germany, Switzerland, United Kingdom",Mission Therapeutics (United Kingdom),United Kingdom,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,Mission Therapeutics (United Kingdom),https://openalex.org/I4210092285,United Kingdom,ETH Zurich,https://openalex.org/I35440088,Switzerland,,,,ETH Zurich,https://openalex.org/I35440088,Switzerland,,,,,,,,,,CellCentric (United Kingdom),https://openalex.org/I4210098467,United Kingdom,UCB Pharma (Belgium),https://openalex.org/I85722119,Belgium,,,,,,,CellCentric (United Kingdom),https://openalex.org/I4210098467,United Kingdom,Icesi University,https://openalex.org/I76842071,Colombia,UCB Pharma (United Kingdom),https://openalex.org/I4210134054,United Kingdom,,,,Granta Design (United Kingdom),https://openalex.org/I4210110691,United Kingdom,,,,Granta Design (United Kingdom),https://openalex.org/I4210110691,United Kingdom,Granta Design (United Kingdom),https://openalex.org/I4210110691,United Kingdom,,,,GlaxoSmithKline (United Kingdom),https://openalex.org/I188950975,United Kingdom,,,,,,,GlaxoSmithKline (United Kingdom),https://openalex.org/I188950975,United Kingdom,Institute of Cancer Research,https://openalex.org/I142947616,United Kingdom,University of Göttingen,https://openalex.org/I74656192,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orowa Sikder,1,,https://openalex.org/A5072731542,A5072731542,https://orcid.org/0000-0001-6982-0144,Orowa Sikder,Orowa Sikder,6,105,16.0,2,2,True,1,False,False,False,False,1,United Kingdom,University College London,United Kingdom,,,,,,,,,,,,,University College London,https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I45129253,United Kingdom,,,,University College London,https://openalex.org/I45129253,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
