Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,ID-1923,ID-1936,ID-1944,ID-1959,ID-1962,ID-1976,ID-1979,ID-1982,affiliation-1923,affiliation-1936,affiliation-1944,affiliation-1959,affiliation-1962,affiliation-1976,affiliation-1979,affiliation-1982,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923,affiliation_data,unique_country_count,all_usa,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
G M Liu,1,,https://openalex.org/A5038633290,A5038633290,,G M Liu,"G M Liu, G. M. Liu, Gangshan Liu, Guangjiu Liu, Liu, Feng, Liu, Gaël, Liu, Ke",17,115,3.8,6,4,,,,,,,,,,,,,,,,,3,False,True,False,China,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Nanjing University of Science and Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I187400657,China,South China Normal University,https://openalex.org/I187400657,China,South China Normal University,https://openalex.org/I63371133,China,Chongqing Jiaotong University,https://openalex.org/I36399199,China,Nanjing University of Science and Technology,,,
Georgios Piliouras,1,,https://openalex.org/A5079969658,A5079969658,https://orcid.org/0000-0002-6236-3566,Georgios Piliouras,"GEORGIOS PILIOURAS, Georgios Piliouras, Piliouras, G. (Georgios), Piliouras, Georgios, Skoulakis, Stratis",252,2367,0.8780487804878049,26,66,,,,,,,,,,,,,,,,,7,False,False,True,"Singapore, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I6059380,United States,University of Baltimore,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I95457486,United States,"University of California, Berkeley",https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Glenn Cameron,1,,https://openalex.org/A5114202942,A5114202942,,Glenn Cameron,"Cameron, Glenn, Glenn Cameron, Wei, Gary",3,129,43.0,2,1,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangyao Zhou,1,,https://openalex.org/A5076644778,A5076644778,https://orcid.org/0000-0003-0809-5799,Guangyao Zhou,"Guangyao Zhou, Zhou, Allan, Zhou, Guangyao",70,664,7.517241379310345,12,13,,,,,,,,,,,,,,,,,6,False,True,False,"China, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2026,University of Chinese Academy of Sciences,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I24943067,China,Fudan University,,,,,,,,,,,,,https://openalex.org/I4210137199,China,Aerospace Information Research Institute,https://openalex.org/I4210137199,China,Aerospace Information Research Institute,https://openalex.org/I913958620,The Netherlands,Erasmus University Rotterdam,https://openalex.org/I4210137199,China,Aerospace Information Research Institute,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences
Gus Martins,1,,https://openalex.org/A5113319893,A5113319893,,Gus Martins,"Cameron, Glenn, Gus Martins, Martins, Gus, Sanseviero, Omar",3,143,47.666666666666664,2,2,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Hernández Ábrego,2,,https://openalex.org/A5013110024,A5013110024,,Gustavo Hernández Ábrego,"Abrego, Gustavo Hernandez, Gustavo Hernandez Abrego, Gustavo Hernández Ábrego, Ábrego, Gustavo Hernández",25,1346,2.25,11,11,,,,,,,,,,,,,,,,,3,False,False,True,"Germany, Spain, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2023,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9617848,Spain,Universitat Politècnica de Catalunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I4210141230,Germany,Apple (Germany),https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,
Hanna Wallach,1,,https://openalex.org/A5046348432,A5046348432,https://orcid.org/0000-0003-3395-7186,Hanna Wallach,"Hanna M Wallach, Hanna M. Wallach, Hanna Wallach, Sorelle Friedler, Wallach, Hanna, Wallach, Hanna M., Zhou, Mingyuan",160,12522,1.7058823529411764,40,76,,,,,,,,,,,,,,,,,7,False,False,True,"United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Microsoft Research New York City (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I79576946,United States,University of Pennsylvania,,,,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I2801851002,United States,Harvard University Press,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,,,,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I4210164937,United Kingdom,Microsoft Research (United Kingdom),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I45129253,United Kingdom,University College London,https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),,,
Harsh Mehta,1,,https://openalex.org/A5112461374,A5112461374,https://orcid.org/0000-0002-3428-3008,Harsh Mehta,"Durden, Ken, H Mehta, H. M. Mehta, HARSH MEHTA, Harsh Mehta, Hemang Mehta, Hetavi Dilip Mehta, Hetavi Mehta, Hriday Mehta, Hrishikesh Mehta",49,1290,13.8,8,7,,https://openalex.org/I4210130154,,,,,,,,Laboratoire de Chimie,,,,,,,8,False,False,True,"Bangladesh, India, Switzerland, United States",,,,,,,,,,,,,,,,,,,Laboratoire de Chimie,https://openalex.org/I4210130154,France,,,,True,4,False,2025,General Electric (Switzerland),Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210099776,India,National Council for Cement and Building Materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I212738717,India,Dwarkadas J. Sanghvi College of Engineering,https://openalex.org/I1317621060,India,Indian Institute of Technology Guwahati,,,,,,,https://openalex.org/I27837315,United States,University of Michigan,,,,,,,,,,https://openalex.org/I3132999081,India,Marwadi University,https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I3132999081,India,Marwadi University,https://openalex.org/I1317621060,India,Indian Institute of Technology Guwahati,https://openalex.org/I3132999081,India,Marwadi University,,,,https://openalex.org/I4210132279,Bangladesh,Presidency University,https://openalex.org/I4210152464,Switzerland,General Electric (Switzerland),,,
Henrique Schechter Vera,2,,https://openalex.org/A5119748841,A5119748841,,Henrique Schechter Vera,"Henrique Schechter Vera, Vera, Henrique Schechter",2,1,0.5,1,0,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesen Zhang,1,,https://openalex.org/A5024254692,A5024254692,,Hesen Zhang,"Hesen Zhang, Zhang, Hesen, Zhi Yang",10,84,0.0,4,3,,,,,,,,,,,,,,,,,2,False,True,False,"China, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2024,Oldham Council,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210116268,China,Qingdao Institute of Marine Geology,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210164339,United Kingdom,Oldham Council,,,,,,
Hui Hui,1,,https://openalex.org/A5112375674,A5112375674,,Hui Hui,"- Hui, Hui, Hui (Corresponding Author), Hui *, Hui Hui, Hui, Hui, Jin, Hui",942,1169,0.6666666666666666,13,19,,,,,,,,,,,,,,,,,5,False,True,False,"Australia, China",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Xi'an University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I165143802,Australia,University of Queensland,,,,,,,,,,,,,https://openalex.org/I150229711,China,University of Electronic Science and Technology of China,https://openalex.org/I204983213,China,Harbin Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,,,,https://openalex.org/I4210131919,China,Xi'an University of Technology,,,
I. A. Ballantyne,1,,https://openalex.org/A5091786513,A5091786513,,I. A. Ballantyne,"Ballantyne, Ian, I. A. Ballantyne",2,1,0.0,1,0,,,,,,,,,,,,,,,,,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iftekhar Naim,2,,https://openalex.org/A5033760431,A5033760431,https://orcid.org/0000-0002-2119-3273,Iftekhar Naim,"Iftekhar Naim, Naim, Iftekhar",32,756,2.3333333333333335,13,14,,,,,,,,,,,,,,,,,2,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2022,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I5388228,United States,University of Rochester,,,,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,,,,,,,
Ilia Shumailov,1,,https://openalex.org/A5069844959,A5069844959,https://orcid.org/0000-0003-3100-0727,Ilia Shumailov,"Ilia Shumailov, Shumailov, Ilia, Triantafillou, Eleni",116,1388,12.25531914893617,16,25,,,,,,,,,,,,,,,,,4,False,False,True,"United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I74786994,United States,Kitware (United States),https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I47508984,United Kingdom,Imperial College London,https://openalex.org/I47508984,United Kingdom,Imperial College London,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Iyad Rahwan,1,,https://openalex.org/A5009232244,A5009232244,https://orcid.org/0000-0002-1796-4303,Iyad Rahwan,"Bessen, James E., Hutchison, David, I. Rahwan, IYAD RAHWAN, Ishowo-Oloko, Fatimah, Iyad  Rahwan, Iyad Rahwan, Maryam Purvis, Maudet, Nicolas, Parsons, Simon",335,15142,11.977777777777778,49,147,,,,,,,,,,,,,,,,,7,False,False,True,"Australia, Germany, Italy, New Zealand, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,6,False,2025,Max Planck Institute for Human Development,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I57093077,Australia,Swinburne University of Technology,https://openalex.org/I165779595,Australia,University of Melbourne,https://openalex.org/I57093077,Australia,Swinburne University of Technology,https://openalex.org/I80281795,New Zealand,University of Otago,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I874792244,Italy,European University Institute,https://openalex.org/I4210120221,Germany,Max Planck Institute for Human Development,https://openalex.org/I4210120221,Germany,Max Planck Institute for Human Development,https://openalex.org/I4210120221,Germany,Max Planck Institute for Human Development,,,
J. Swaroop Guntupalli,1,,https://openalex.org/A5009263663,A5009263663,https://orcid.org/0000-0002-0677-5590,J. Swaroop Guntupalli,"Guntupalli, J Swaroop, Guntupalli, J. Swaroop, J Swaroop Guntupalli, J. Guntupalli, J. S. Guntupalli, J. Swaroop Guntupalli, J. Swaroop Guntupalli, Jyothi Guntupalli, Jyothi S. Guntupalli, Jyothi Swaroop. Guntupalli",72,4207,5.4,25,33,,,,,,,,,,,,,,,,,10,False,False,True,"Germany, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2024,Google (United States),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I91045830,United States,Texas A&M University,,,,,,,,,,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I4210166639,United Kingdom,Dartmouth Hospital,https://openalex.org/I4210166639,United Kingdom,Dartmouth Hospital,https://openalex.org/I4210113520,Germany,Brain (Germany),https://openalex.org/I20089843,United States,Princeton University,https://openalex.org/I107672454,United States,Dartmouth College,https://openalex.org/I96578850,Germany,Leibniz Institute for Neurobiology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I114686714,United States,Clarion University,https://openalex.org/I114686714,United States,Clarion University,https://openalex.org/I155673605,United States,Union University,,,,,,,,,,https://openalex.org/I1291425158,United States,Google (United States),,,,,,
J. Zheng,1,,https://openalex.org/A5051489928,A5051489928,,J. Zheng,"A Zhemchugov, A. Zhemchugov, B. Zheng, H. Zhao, J. P. Zheng, J. Zhang, J. Zheng, J.P. Zheng, J. P. Zheng, Jinchao Zheng",242,2858,4.065,16,38,,,,,,,,,,,,,,,,,6,False,True,True,"China, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,2,False,2026,Nanjing University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205783295,United States,Cornell University,,,,https://openalex.org/I33213144,United States,University of Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I51296178,China,China Center of Advanced Science and Technology,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University
James Grimmelmann,1,,https://openalex.org/A5065406908,A5065406908,https://orcid.org/0000-0002-9330-7698,James Grimmelmann,"Grimmelman, James, Grimmelmann, James, James Grimmelmann, James Taylor Lewis Grimmelmann, Terzis, Andreas",140,893,2.590909090909091,14,27,,,,,,,,,,,,,,,,,4,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Cornell University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210128857,United States,United States Court of Appeals for the Ninth Circuit,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,,,,,,,https://openalex.org/I66946132,United States,"University of Maryland, College Park",,,,https://openalex.org/I205783295,United States,Cornell University,,,,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I57206974,United States,New York University,,,,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,Cornell University,,,
Jamie Hayes,1,,https://openalex.org/A5104083546,A5104083546,https://orcid.org/0009-0008-5460-6290,Jamie Hayes,"Chouldechova, Alexandra, De Cristofaro, Emiliano, Han, Yena, Hayes, Jamie, Jamie Hayes",27,212,0.6666666666666666,5,5,,,,,,,,,,,,,,,,,2,False,False,False,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,Google (United Kingdom),United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I45129253,United Kingdom,University College London,,,,,,,,,,,,,https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),,,
Jasmeet Singh,1,,https://openalex.org/A5110556013,A5110556013,,Jasmeet Singh,"J. D. SINGH, Jasmeet Singh, Singh, Jyotinder",7,2,0.0,1,0,,,,,,,,,,,,,,,,,1,False,False,True,United States,,,,,,,,,,,,,,,,,,,,,,,,,True,1,False,2025,University of Illinois Chicago,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I39422238,United States,University of Illinois Chicago,,,
Jay Han,1,,https://openalex.org/A5026362916,A5026362916,https://orcid.org/0000-0003-1842-1666,Jay Han,"Han, J.S., Han, Jay, J HAN, J. Han, J. S. Han, J.S. Han, Jay Han, Jay S Han, Jay S. Han",59,3276,6.25,30,44,,,,,,,,,,,,,,,,,7,False,False,True,"Canada, United Kingdom, United States",,,,,,,,,,,,,,,,,,,,,,,,,True,3,False,2025,University of Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I2801845744,Canada,Toronto General Hospital,https://openalex.org/I4210130465,Canada,Thornhill Medical (Canada),https://openalex.org/I2801845744,Canada,Toronto General Hospital,https://openalex.org/I80232743,United Kingdom,Jisc,https://openalex.org/I2799337515,Canada,Toronto Western Hospital,https://openalex.org/I2801845744,Canada,Toronto General Hospital,https://openalex.org/I2799337515,Canada,Toronto Western Hospital,https://openalex.org/I2799337515,Canada,Toronto Western Hospital,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,https://openalex.org/I2799337515,Canada,Toronto Western Hospital,https://openalex.org/I2799503643,United States,Columbia University Irving Medical Center,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,https://openalex.org/I185261750,Canada,University of Toronto,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,,,,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,https://openalex.org/I22513696,Canada,Agriculture Food and Rural Development,https://openalex.org/I185261750,Canada,University of Toronto,,,
