Author,OA_ID,unique_affiliation_count,all_china,some_china,some_usa,all_countries,affiliation_display_name_2026,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2025,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2024,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2023,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2022,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2021,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2020,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2019,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2018,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2017,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2016,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2015,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2014,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2013,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2012,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2011,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2010,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2009,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2008,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2007,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2006,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2005,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2004,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2003,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2002,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2001,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2000,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_1999,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1998,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1997,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1996,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1995,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1994,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1993,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1992,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1991,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1990,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1989,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1988,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1987,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1986,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1985,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1984,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1983,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1982,affiliation_id_1982,affiliation_country_1982,affiliation_display_name_1979,affiliation_id_1979,affiliation_country_1979,affiliation_display_name_1976,affiliation_id_1976,affiliation_country_1976,affiliation_display_name_1962,affiliation_id_1962,affiliation_country_1962,affiliation_display_name_1959,affiliation_id_1959,affiliation_country_1959,affiliation_display_name_1944,affiliation_id_1944,affiliation_country_1944,affiliation_display_name_1936,affiliation_id_1936,affiliation_country_1936,affiliation_display_name_1923,affiliation_id_1923,affiliation_country_1923
Daniel Cer,A5073726152,7,False,False,True,Japan; United States,,,,,,,,,,,,,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,"University of California, Berkeley",https://openalex.org/I95457486,United States,Google (United States),https://openalex.org/I1291425158,United States,NTT (Japan),https://openalex.org/I2251713219,Japan,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,University of Colorado System,https://openalex.org/I2802236040,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,University of Colorado Boulder,https://openalex.org/I188538660,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel E. Ho,A5102614290,2,False,False,True,United States,,,,Stanford University,https://openalex.org/I97018004,United States,Stanford Medicine,https://openalex.org/I4210137306,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Salz,A5065353057,1,False,False,True,United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Bau,A5033305045,8,False,True,True,China; Mexico; United States,,,,Universidad del Noreste,https://openalex.org/I87182695,Mexico,Universidad del Noreste,https://openalex.org/I87182695,Mexico,Northeastern University,https://openalex.org/I9224756,China,Universidad del Noreste,https://openalex.org/I87182695,Mexico,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,,,,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Phillips Exeter Academy,https://openalex.org/I2800015558,United States,University of Minnesota Crookston,https://openalex.org/I4210159608,United States,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,Microsoft (United States),https://openalex.org/I1290206253,United States,,,,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divyashree Sreepathihalli,A5120056005,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ed Chi,A5061612396,1,False,False,True,United States,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgar A. Duéñez‐Guzmán,A5061221525,7,False,False,True,Belgium; United Kingdom; United States,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I99464096,Belgium,Harvard University Press,https://openalex.org/I2801851002,United States,Harvard University,https://openalex.org/I136199984,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,University of Tennessee at Knoxville,https://openalex.org/I75027704,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleni Triantafillou,A5091334872,5,False,False,False,Greece; United Kingdom,,,,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,,,,,,,,,,National Public Health Organization,https://openalex.org/I4210147585,Greece,,,,Metaxa Hospital,https://openalex.org/I4210132093,Greece,,,,Metaxa Hospital,https://openalex.org/I4210132093,Greece,Hellenic Center for Disease Control & Prevention,https://openalex.org/I94353236,Greece,,,,Hellenic Center for Disease Control & Prevention,https://openalex.org/I94353236,Greece,,,,,,,Hellenic Center for Disease Control & Prevention,https://openalex.org/I94353236,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrique Alfonseca,A5091708404,4,False,False,True,Spain; Switzerland; United States,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,,,,,,,Stanford University,https://openalex.org/I97018004,United States,,,,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,,,,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (United States),https://openalex.org/I1291425158,United States,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Google (Switzerland),https://openalex.org/I4210100430,Switzerland,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,,,,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,,,,Universidad Autónoma de Madrid,https://openalex.org/I63634437,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethan Dyer,A5010086803,8,False,False,True,United Kingdom; United States,,,,Western Michigan University,https://openalex.org/I141649380,United States,Google (United States),https://openalex.org/I1291425158,United States,Yale University,https://openalex.org/I32971472,United States,Stanford University,https://openalex.org/I97018004,United States,Johns Hopkins Medicine,https://openalex.org/I2799853436,United States,Google (United States),https://openalex.org/I1291425158,United States,University Hospital Lewisham,https://openalex.org/I4210157707,United Kingdom,University of Baltimore,https://openalex.org/I6059380,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,Stanford University,https://openalex.org/I97018004,United States,,,,,,,,,,,,,Columbia University,https://openalex.org/I78577930,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feiyang Chen,A5102837388,4,True,True,False,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Wuhan Institute of Technology,https://openalex.org/I91125648,China,Hainan University,https://openalex.org/I20942203,China,,,,,,,,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,,,,,,,,,,Collaborative Innovation Center of Chemical Science and Engineering Tianjin,https://openalex.org/I4210151209,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feng Han,A5101224272,4,True,True,False,China,,,,First Affiliated Hospital of Dalian Medical University,https://openalex.org/I4210140813,China,Hainan Medical University,https://openalex.org/I79731167,China,China Railway Construction Corporation (China),https://openalex.org/I4210133882,China,,,,,,,,,,,,,,,,,,,,,,,,,Wuhan Children's Hospital,https://openalex.org/I4210142622,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Delgado,A5040999406,5,False,False,True,United States; Uruguay,,,,Cornell University,https://openalex.org/I205783295,United States,,,,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,,,,Cornell University,https://openalex.org/I205783295,United States,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,,,,,,,,,,Banco Central del Uruguay,https://openalex.org/I4210114270,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johns Hopkins Medicine,https://openalex.org/I2799853436,United States,,,,,,,,,,,,,,,,,,,,,,,,,Johns Hopkins Medicine,https://openalex.org/I2799853436,United States,,,,,,,,,,Johns Hopkins University Applied Physics Laboratory,https://openalex.org/I2802946424,United States,Johns Hopkins University,https://openalex.org/I145311948,United States,,,,,,,,,,,,,,,,,,,,,
Francesco Visin,A5072811055,3,False,False,True,Italy; United Kingdom; United States,,,,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Politecnico di Milano,https://openalex.org/I93860229,Italy,Politecnico di Milano,https://openalex.org/I93860229,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Palma Gomez,A5058042352,2,False,False,True,United States,,,,City University of New York,https://openalex.org/I174216632,United States,,,,"Queens College, CUNY",https://openalex.org/I111455621,United States,"Queens College, CUNY",https://openalex.org/I111455621,United States,City University of New York,https://openalex.org/I174216632,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fédor Moiseev,A5055241858,6,False,False,True,Belgium; Russia; Switzerland; United Kingdom; United States,,,,Oldham Council,https://openalex.org/I4210164339,United Kingdom,,,,Google (United States),https://openalex.org/I1291425158,United States,École Polytechnique Fédérale de Lausanne,https://openalex.org/I5124864,Switzerland,,,,,,,Yandex (Russia),https://openalex.org/I58957048,Russia,,,,,,,,,,Université Libre de Bruxelles,https://openalex.org/I132053463,Belgium,Université Libre de Bruxelles,https://openalex.org/I132053463,Belgium,Université Libre de Bruxelles,https://openalex.org/I132053463,Belgium,,,,,,,Peter the Great St. Petersburg Polytechnic University,https://openalex.org/I212220629,Russia,Peter the Great St. Petersburg Polytechnic University,https://openalex.org/I212220629,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G M Liu,A5038633290,3,True,True,False,China,,,,Nanjing University of Science and Technology,https://openalex.org/I36399199,China,Chongqing Jiaotong University,https://openalex.org/I63371133,China,South China Normal University,https://openalex.org/I187400657,China,South China Normal University,https://openalex.org/I187400657,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgios Piliouras,A5079969658,7,False,False,True,Singapore; United Kingdom; United States,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,DeepMind (United Kingdom),https://openalex.org/I4210090411,United Kingdom,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,"University of California, Berkeley",https://openalex.org/I95457486,United States,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Singapore University of Technology and Design,https://openalex.org/I152815399,Singapore,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Cornell University,https://openalex.org/I205783295,United States,University of Baltimore,https://openalex.org/I6059380,United States,Cornell University,https://openalex.org/I205783295,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Cameron,A5114202942,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangyao Zhou,A5076644778,6,False,True,False,China; The Netherlands,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Southwest Jiaotong University,https://openalex.org/I4800084,China,Aerospace Information Research Institute,https://openalex.org/I4210137199,China,Erasmus University Rotterdam,https://openalex.org/I913958620,The Netherlands,Aerospace Information Research Institute,https://openalex.org/I4210137199,China,Aerospace Information Research Institute,https://openalex.org/I4210137199,China,,,,,,,,,,,,,Fudan University,https://openalex.org/I24943067,China,Fudan University,https://openalex.org/I24943067,China,Peking University,https://openalex.org/I20231570,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gus Martins,A5113319893,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Hernández Ábrego,A5013110024,3,False,False,True,Germany; Spain; United States,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,Apple (Germany),https://openalex.org/I4210141230,Germany,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universitat Politècnica de Catalunya,https://openalex.org/I9617848,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanna Wallach,A5046348432,7,False,False,True,United Kingdom; United States,,,,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,University College London,https://openalex.org/I45129253,United Kingdom,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research New York City (United States),https://openalex.org/I4401726785,United States,Microsoft Research (United Kingdom),https://openalex.org/I4210164937,United Kingdom,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,,,,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,Harvard University Press,https://openalex.org/I2801851002,United States,University of Massachusetts Amherst,https://openalex.org/I24603500,United States,University of Cambridge,https://openalex.org/I241749,United Kingdom,,,,University of Pennsylvania,https://openalex.org/I79576946,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harsh Mehta,A5112461374,9,False,False,True,Bangladesh; France; India; Switzerland; United States,,,,General Electric (Switzerland),https://openalex.org/I4210152464,Switzerland,Presidency University,https://openalex.org/I4210132279,Bangladesh,,,,Marwadi University,https://openalex.org/I3132999081,India,Indian Institute of Technology Guwahati,https://openalex.org/I1317621060,India,Marwadi University,https://openalex.org/I3132999081,India,Google (United States),https://openalex.org/I1291425158,United States,Marwadi University,https://openalex.org/I3132999081,India,,,,,,,,,,University of Michigan,https://openalex.org/I27837315,United States,,,,,,,Indian Institute of Technology Guwahati,https://openalex.org/I1317621060,India,Dwarkadas J. Sanghvi College of Engineering,https://openalex.org/I212738717,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Council for Cement and Building Materials,https://openalex.org/I4210099776,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laboratoire de Chimie,https://openalex.org/I4210130154,France,,,
Henrique Schechter Vera,A5119748841,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesen Zhang,A5024254692,2,False,True,False,China; United Kingdom,,,,,,,Oldham Council,https://openalex.org/I4210164339,United Kingdom,,,,,,,,,,,,,,,,,,,Qingdao Institute of Marine Geology,https://openalex.org/I4210116268,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hui Hui,A5112375674,5,False,True,False,Australia; China,,,,Xi'an University of Technology,https://openalex.org/I4210131919,China,,,,,,,,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harbin Institute of Technology,https://openalex.org/I204983213,China,University of Electronic Science and Technology of China,https://openalex.org/I150229711,China,,,,,,,,,,,,,University of Queensland,https://openalex.org/I165143802,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. A. Ballantyne,A5091786513,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iftekhar Naim,A5033760431,2,False,False,True,United States,,,,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,,,,,,,,,,Google (United States),https://openalex.org/I1291425158,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,University of Rochester,https://openalex.org/I5388228,United States,,,,University of Rochester,https://openalex.org/I5388228,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilia Shumailov,A5069844959,4,False,False,True,United Kingdom; United States,,,,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Google (United Kingdom),https://openalex.org/I4210113297,United Kingdom,Imperial College London,https://openalex.org/I47508984,United Kingdom,Imperial College London,https://openalex.org/I47508984,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,Kitware (United States),https://openalex.org/I74786994,United States,University of Cambridge,https://openalex.org/I241749,United Kingdom,University of Cambridge,https://openalex.org/I241749,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iyad Rahwan,A5009232244,7,False,False,True,Australia; Germany; Italy; New Zealand; United Kingdom; United States,,,,Max Planck Institute for Human Development,https://openalex.org/I4210120221,Germany,Max Planck Institute for Human Development,https://openalex.org/I4210120221,Germany,Max Planck Institute for Human Development,https://openalex.org/I4210120221,Germany,European University Institute,https://openalex.org/I874792244,Italy,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,Massachusetts Institute of Technology,https://openalex.org/I63966007,United States,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Edinburgh,https://openalex.org/I98677209,United Kingdom,University of Otago,https://openalex.org/I80281795,New Zealand,Swinburne University of Technology,https://openalex.org/I57093077,Australia,University of Melbourne,https://openalex.org/I165779595,Australia,Swinburne University of Technology,https://openalex.org/I57093077,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
